mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,file_name,label
-236.55705,21.489998,84.369774,14.123449,-7.371518,6.737038,10.239035,6.619324,-11.506707,7.284778,-1.7764841,6.9676385,-1.9869372,5.495283,-4.970655,4.94674,-6.316523,4.7252746,0.97090864,4.5743494,-1.2393132,4.2896976,1.2836233,3.9931026,-0.4273312,3.8547788,1.0646151,3.7182126,0.76411754,3.5180275,5.3267207,3.1202724,1.5622665,3.0649397,-1.2346413,3.3579595,-3.1013994,3.6254406,-3.7032115,3.2852912,00000010.wav,Abnormal
-241.06404,24.816025,81.94302,15.589596,-3.4301825,8.452197,11.636335,7.9058447,-11.219045,7.90875,-3.0047626,6.565133,-0.71254265,5.8199763,-3.289777,5.355455,-5.9842978,4.814994,0.4905568,4.717283,-2.078907,4.529195,1.54672,4.2497644,1.0392817,4.1088047,2.3312829,3.9880672,2.9543724,3.5030499,6.8590956,3.6274834,2.5432987,3.8314543,1.4802362,3.271678,-1.0947123,3.2828302,-1.3347647,3.433282,00000011.wav,Abnormal
-236.5344,27.69455,84.07654,14.221342,-6.0266724,7.762685,9.264327,7.5762763,-11.744022,8.722359,-4.195385,5.5676312,-3.8713765,5.6343017,-6.5662565,5.1473746,-8.01818,5.235486,0.06644158,4.223141,-2.9708388,4.4943085,0.26533356,3.8650126,-0.8417541,3.9724712,1.3967986,3.7459092,1.2069978,3.9558673,5.091883,3.5204587,1.1438682,3.6011965,1.0363594,3.2992408,-0.65899026,3.2317224,-1.6912403,3.4392233,00000012.wav,Abnormal
-236.3162,21.604477,83.68857,14.262283,-4.263782,7.388473,11.120436,7.1997023,-10.841438,7.3381352,-3.1616566,6.2178926,-2.083214,5.3991103,-4.890056,5.20812,-7.4331264,4.494576,0.5587585,4.159966,-2.9734888,4.248084,0.10476682,4.191037,-0.6086484,3.9756794,0.8803682,3.8906062,0.89047414,3.710683,4.4266853,4.0060363,1.0417606,2.9099352,0.47110486,3.346954,-1.6914035,3.346978,-1.7032391,2.9077353,00000013.wav,Abnormal
-239.55397,23.033964,72.98295,15.237771,-5.556855,6.7835646,3.7661812,6.6568813,-13.152132,6.616444,-7.9631076,5.6282897,-4.6131773,5.220595,-5.9996758,5.5309925,-6.389633,5.247376,-2.0002663,4.0605855,-6.080159,3.8224037,-3.3406541,3.6805918,-3.3217993,3.9645157,-0.7957253,4.1933103,0.34809008,4.156192,5.708383,3.8034062,2.9253657,3.4379487,-0.10825806,3.3655744,-4.5051107,3.2941775,-5.1655436,3.3280826,00000014.wav,Abnormal
-235.7453,25.702425,83.04662,12.814565,-8.492219,6.826388,8.778543,7.3223085,-14.113188,8.715784,-6.3390293,5.7378488,-5.5621185,4.9421372,-5.1767116,5.529564,-8.057743,5.4569902,-1.8278052,4.6739445,-4.3401885,4.221432,0.40900508,4.0812707,-0.7349522,4.0159354,0.07872197,3.8681364,0.37252706,3.4167507,5.0200076,3.6601946,1.4948044,3.2893348,0.7209725,3.4778235,-1.5371941,3.17511,-2.230227,3.163853,00000015.wav,Abnormal
-234.79958,22.754843,81.9089,13.9404955,-7.0781374,7.095842,9.632781,7.3157196,-11.973449,7.2377124,-4.8013663,6.0256166,-3.7776046,5.612059,-5.624904,4.759473,-6.722494,5.071504,1.7291923,4.999327,-2.253389,4.373394,0.42237517,3.8465178,-1.1637557,4.1191397,1.2512425,3.546074,1.1846937,3.8230512,5.0696206,3.3698597,0.5341406,3.2645702,0.71321684,3.2744298,-0.35755253,3.453472,-1.463248,3.2290397,00000016.wav,Abnormal
-246.01051,24.838644,79.43344,14.379003,-1.2081085,8.1246605,12.928725,7.444621,-9.227522,8.175584,-2.851922,6.9152536,-3.1650524,5.3969283,-4.7763166,5.0040755,-7.7192273,4.859272,-0.4191613,4.7932043,-3.883027,3.9066925,0.3933104,3.7069683,-0.88255996,3.5455363,1.5877736,4.2677784,0.801793,3.406238,4.424608,3.619842,0.25878727,3.2550943,-1.010221,3.6271422,-2.2315621,3.4258246,-2.367929,3.5263567,00000017.wav,Abnormal
-223.34744,17.927055,74.0019,12.727766,-14.081883,6.2723556,10.702831,6.0474205,-18.190445,6.6538105,-7.0019693,5.2508683,-6.458614,5.323728,-6.557728,4.6848702,-8.6230955,4.5991535,-4.613102,4.264323,-2.3877237,4.156187,0.5321749,3.933643,-4.3349743,3.9910789,0.32901677,3.7971482,1.5596166,3.9635863,3.423545,3.49557,0.15541194,3.4620233,-1.2513591,3.3616152,-1.9904991,3.0333798,-2.0532286,3.1534636,00000018.wav,Abnormal
-241.43715,21.928844,80.57842,14.327738,-3.8791983,7.431449,11.980923,7.050108,-9.494301,8.249145,-1.4789308,6.2526693,-0.767662,4.3348365,-3.4391356,4.7526,-6.220219,4.374964,0.66911733,4.574453,-2.2178397,4.3700285,1.0651445,3.7759035,-0.6226563,3.85619,1.4474666,3.7429516,1.2750937,3.1980336,4.861894,3.2492638,1.8014977,3.076355,0.7757559,3.4965384,-1.239332,3.5704205,-2.0170634,3.6732013,00000019.wav,Abnormal
-245.4061,26.600073,76.58599,15.294095,-4.853863,8.25963,12.360981,7.798766,-8.060744,9.154003,-0.76884985,6.8695903,-2.393973,5.4329042,-3.49187,4.8785896,-6.0109754,4.717219,-0.16341765,4.894574,-3.1476371,4.0507236,0.38232833,3.51429,-0.87166005,3.6771,0.77367693,3.6577396,1.3678073,3.5819707,4.9053526,3.6732287,1.381001,3.4318376,-0.13313852,3.4704287,-2.8117697,3.2661562,-2.975944,3.2170513,00000020.wav,Abnormal
-224.27144,20.514702,74.072235,13.269392,-6.073456,6.5138025,6.42505,6.25411,-13.230044,6.2685466,-5.907217,5.723226,-4.1202817,5.083948,-5.9877253,4.492772,-7.1349216,4.6626544,-1.1896174,4.8693047,-2.3409197,4.5589814,0.16166303,3.7870858,-0.64504176,3.492653,0.5467262,3.7529569,1.70942,3.5182035,4.9753084,3.2702408,1.5359346,3.1379051,0.14814831,2.992525,-2.254765,3.0454876,-1.4536378,2.9023492,00000021.wav,Abnormal
-235.37543,20.895939,79.01398,12.944074,-6.3829336,7.5573063,11.37872,7.28314,-10.769461,7.3131657,-3.7105823,5.416863,-3.746136,4.949599,-4.2429175,4.727078,-6.520643,4.424503,-0.31567356,4.7049637,-2.9601927,4.0541754,0.40266705,3.316704,-0.33114088,3.4304333,1.6865934,3.7138672,1.7924114,3.766964,4.7383394,3.4000323,0.7895758,3.112728,0.16278197,3.0457814,-1.6834134,2.849058,-1.914845,3.107199,00000022.wav,Abnormal
-230.48567,20.80312,73.71915,13.427642,-7.6946454,6.747952,4.641301,6.1558967,-16.3164,6.22402,-8.406424,5.4466157,-4.337551,4.688138,-7.650436,5.244121,-8.910072,5.2258477,-1.6702924,4.8061733,-7.26263,4.619567,-3.341757,4.0962462,-4.418553,4.045957,-2.664708,4.1897335,-0.62300235,4.381128,4.259485,3.8528914,0.9972487,3.43521,-0.30590135,3.6319458,-3.7574193,3.3395646,-6.0582013,3.376278,00000023.wav,Abnormal
-236.36224,23.859934,71.34772,14.275762,-4.395091,8.327213,6.7482433,8.361086,-14.539557,8.095479,-9.339438,5.505947,-5.751539,5.1735,-6.8220596,5.259147,-10.359113,5.152206,-0.45965838,4.880812,-3.367285,4.38496,-0.57560885,4.136913,-2.5375874,3.4597895,-2.142918,3.6486413,-1.8394297,3.5734298,1.0285611,3.6108046,-1.4897529,3.0980573,-2.8744807,3.246265,-3.9242754,3.44497,-4.280877,2.8671634,00000024.wav,Abnormal
-238.37593,24.762754,80.428764,12.88957,-5.605956,7.4259253,11.477764,7.51804,-10.764582,7.871769,-4.3387694,6.4498787,-4.609252,5.4621506,-6.3868656,5.3917336,-8.069642,4.643363,-2.210304,4.6368523,-5.193623,3.9913814,-0.5679453,3.4786735,-0.730487,3.5098906,1.0042406,3.905464,1.2557973,3.6028621,4.4504333,3.2604856,0.7286869,3.0516665,0.3058332,3.2664497,-1.5979307,3.2574875,-1.8832555,3.3425407,00000025.wav,Abnormal
-252.28369,16.899624,64.77441,11.774836,-4.028409,7.01318,11.941901,6.889422,0.36780447,7.791887,3.652113,7.9052835,0.35515758,6.5620856,-1.1426662,5.705785,-4.8484983,4.8080034,-0.07726825,4.520087,-2.1923282,4.072797,2.127924,4.3298388,0.70529765,4.8019176,2.7878919,4.1171007,2.6928556,3.7391324,2.5894606,3.9628117,-0.59490603,3.9323573,-1.5233724,3.6648903,-3.7276807,3.297654,-3.2066011,3.5328453,00000026.wav,Abnormal
-252.08087,18.433601,63.514313,14.590123,-2.627769,8.955104,12.617839,8.49451,1.706638,9.579161,5.1111403,8.261504,3.6124132,7.3196397,2.4974267,6.3176174,-3.8121154,5.2161665,0.40240794,5.4185305,-2.188032,4.891214,2.1325772,4.5378695,1.3850251,4.82138,4.156364,4.3634887,4.366981,4.2995253,3.7813592,4.263272,-0.6275419,4.053362,-1.7901473,4.4263096,-4.4644356,3.832493,-3.3815935,4.051836,00000027.wav,Abnormal
-250.55595,16.661392,57.121075,12.131626,-10.418999,7.5757656,1.3782641,7.4198184,-4.7017984,7.6341033,0.6230759,6.174331,0.76975596,5.8916574,-2.762236,5.9787707,-9.185011,5.1566787,-3.7301583,5.150928,-2.2201767,5.2544518,2.4089527,4.1713266,0.042872176,4.212613,-0.065459184,4.2298937,-2.4097948,3.8298974,-0.3609098,4.1101923,-1.1379161,4.007279,-2.0757818,3.6738853,-6.8547144,4.1537313,-8.276697,3.7098467,00000028.wav,Abnormal
-247.89317,14.886031,56.43302,11.6293955,-12.378833,6.928474,2.1135356,7.3182254,-3.4947836,8.076073,0.5262355,7.2026668,0.6233586,6.6162705,-2.4601672,5.647106,-9.456982,5.153782,-3.362893,5.34475,-1.1595248,4.386198,2.3396013,4.5590677,-0.44353428,4.793965,-0.43659973,4.075947,-2.9150398,3.6541421,0.49334526,3.8180614,-1.3326657,4.0630326,-2.253618,3.8394415,-7.1092024,3.6561177,-8.332418,3.5835962,00000029.wav,Abnormal
-247.87305,14.881266,57.209473,11.313231,-11.791136,7.4669003,2.4743125,6.3176894,-2.5870607,7.530496,0.9161409,6.7127123,0.038452953,5.9912887,-2.6806884,5.392062,-9.539016,4.914683,-4.0126634,5.173091,-2.2996256,4.7673173,1.9997028,4.6058755,-0.013086484,3.8934991,0.14942768,4.060963,-1.5651585,3.3156626,0.76300585,3.4460673,-2.0609398,3.4182527,-2.684568,3.9250069,-7.719831,3.699507,-8.855393,3.5060008,00000030.wav,Abnormal
-244.80591,15.459083,62.56521,11.496471,-7.303434,6.291177,11.044984,7.203759,1.1011583,8.192848,5.5660615,6.9037633,1.897779,6.6135216,-0.17739643,5.777542,-3.571346,5.4191036,0.5863466,4.83808,-3.4265425,4.322811,0.4018249,4.7721696,-0.00036725905,4.2271104,2.7951558,3.848763,2.7388303,3.9415104,3.044244,3.6324697,-2.1288393,4.0373855,-3.7886546,3.9146347,-5.0347633,3.4572554,-4.685139,3.2611568,00000031.wav,Abnormal
-246.41653,16.549881,63.62958,11.871191,-6.193255,6.738742,10.659897,7.9421387,0.52199847,7.9928255,6.42166,7.6368794,3.2203305,7.8028717,-0.16771902,6.0541034,-4.5924377,4.4519434,0.45242155,4.868153,-2.570239,4.400324,0.5825522,4.3475924,0.60654527,3.9993954,2.9998562,4.1205244,3.235073,3.9690487,4.13082,3.5741193,-1.2138307,3.912306,-3.3953114,3.6432319,-5.0415173,3.4577231,-4.3274074,3.3529534,00000032.wav,Abnormal
-244.7442,15.867585,61.050034,10.240882,-6.368219,7.6178646,11.3084135,6.785821,0.032092158,8.520678,4.232309,6.692696,1.2827065,5.508102,-0.09210544,5.2946677,-4.6051784,4.661599,-1.1715837,4.2537823,-3.6226923,4.5906577,-0.12223818,4.088612,-0.16902873,4.339935,2.224545,4.438909,2.3304498,3.8136675,3.7668064,3.6575506,-0.18277913,3.706751,-2.0769107,3.4456706,-4.1029124,3.1826093,-3.6059668,3.5247176,00000033.wav,Abnormal
-245.54732,14.6054945,61.984886,10.247323,-6.899531,7.097845,11.848867,6.412362,-0.22628604,7.560307,3.2976143,6.0721445,0.7277349,5.6289444,-0.5355902,5.1316586,-4.9392776,4.800367,-1.2586627,4.271944,-4.4303083,4.2754755,-0.10438111,4.3218436,-0.51259536,3.8797078,2.6330776,4.3354964,3.7850862,3.6094565,4.315063,3.3598228,-0.9938068,3.6330981,-2.4214447,3.512873,-4.352324,3.7649617,-3.5527472,3.4429355,00000034.wav,Abnormal
-245.16544,15.853237,59.36507,10.940701,-11.414192,8.257143,2.7755334,7.066645,-3.8677394,7.5594225,0.69013375,6.963716,2.6830423,6.4230657,-2.1873367,6.027313,-7.9082727,5.2831097,-2.8768754,4.4146004,-2.9357498,4.9174495,1.9800406,4.6225033,0.419502,4.2965055,1.0450946,4.5530553,-1.5867465,3.978868,0.52439076,3.992937,-1.732094,4.0185924,-0.6027925,4.3395715,-4.5201063,3.7357326,-6.982238,3.9986136,00000035.wav,Abnormal
-244.20953,14.968807,63.77491,10.349482,-7.9690723,7.086245,9.863182,6.8658204,-0.22634907,7.3333564,4.425511,7.5219007,1.9434677,5.873818,0.6646407,5.960219,-4.788168,4.9327807,-0.26887816,5.160799,-3.0624824,4.5960383,0.17927594,4.4282193,1.5975331,4.4842234,4.83493,4.0976124,4.4052343,4.156882,4.070502,4.102376,-0.37672004,3.7943592,-1.6975203,3.600786,-3.18601,3.8094966,-2.8476844,3.6685493,00000036.wav,Abnormal
-245.04787,18.60171,62.269833,13.810928,-4.077333,8.364436,12.685302,8.182774,0.36244792,8.56644,4.6680007,7.721393,3.6610298,6.8881288,2.377927,7.213478,-2.8213277,5.5119104,0.50942886,5.3017473,-2.8919182,4.549181,1.3155285,4.9942446,1.7365886,4.151339,5.345055,4.214335,4.26682,3.9563665,5.0802894,3.6396933,0.36816546,3.906373,-1.6807649,3.3800669,-3.2648368,4.1983433,-4.056885,3.9816997,00000037.wav,Abnormal
-245.2445,15.371518,61.06919,11.590138,-6.855859,7.6303554,11.288777,7.6709995,0.11086315,7.7113647,2.8769221,6.556509,-0.33530354,5.577291,-1.1738352,5.4397416,-5.303067,4.6573524,-2.1694918,5.131894,-3.9169157,4.1126056,-0.20259911,3.6228209,0.2005722,4.303921,3.2040014,4.193918,3.4247267,4.1041837,4.0521164,3.5888774,-1.5305706,3.833762,-3.3018644,3.4033585,-3.8306406,3.4935656,-3.8140826,3.1890206,00000038.wav,Abnormal
-247.68318,16.116009,60.948475,12.9422035,-5.1036243,9.09734,12.857948,8.508125,2.800856,8.8014345,4.315291,7.066437,2.1339052,6.701011,0.7091584,6.02983,-3.3324409,5.2442937,-0.57614845,4.8101883,-5.821328,4.503779,-1.0680546,4.565004,-1.5083308,4.5723524,1.3578185,4.6505284,2.6589687,3.606498,2.8609967,3.9532404,-3.1928945,3.6744232,-3.9448757,3.9295306,-4.875522,3.8862896,-4.758807,3.6989625,00000039.wav,Abnormal
-251.89532,14.298007,62.95199,11.904731,-5.8982596,8.583526,11.970354,7.6330447,1.6169382,8.161327,5.8380423,7.283667,3.76271,6.527572,2.3400612,5.1269274,-2.5577257,5.4854994,-0.25407106,5.1303124,-2.470766,4.4074254,1.743644,4.351068,1.8850889,4.522058,4.764052,4.021834,4.8502645,4.2169304,4.5821333,3.6683743,-0.7483948,4.2650294,-3.344999,4.2520227,-5.3586864,3.8419309,-4.9207344,3.6938014,00000040.wav,Abnormal
-243.81038,16.586416,58.047123,13.113023,-12.055824,7.9432755,1.9144471,6.7702284,-5.1846166,8.634812,-1.403274,6.968817,-2.6449225,5.8942947,-4.5942807,5.4982715,-7.948622,4.894419,-2.4308596,4.669063,-2.0549972,4.6429105,1.5429434,4.4858,-1.8378013,4.266066,-1.2607751,4.200667,-1.859647,3.5836034,1.2348933,4.05539,-1.7696408,3.6280637,-2.9239123,3.6706605,-7.177123,3.6603742,-8.231358,3.3429565,00000041.wav,Abnormal
-249.8452,15.828024,62.34903,11.82076,-4.6987987,8.491556,13.026552,8.2244625,1.5022831,7.5808606,4.891344,7.8132915,3.1224978,6.7776313,1.3790952,6.282265,-4.2400784,5.113747,-1.197763,5.1544504,-4.3305483,4.6476727,-1.8960569,4.2281775,-0.35218644,4.460189,3.1481388,4.326295,2.8177092,4.1915407,3.4414566,3.5957348,-2.277856,4.2631474,-3.346219,3.6757052,-5.0047083,3.9246776,-5.219946,3.377058,00000042.wav,Abnormal
-243.127,16.164932,54.601475,12.930894,-5.858937,7.4700804,5.110592,7.1520286,-4.6077223,7.7616897,-2.6801786,6.7286596,-2.7955577,6.1099043,0.3843055,5.719486,-6.38016,5.3623586,-3.6142166,4.704167,-6.906013,4.113633,-6.166873,3.8742285,-2.7720296,4.235704,1.2935822,4.1221137,2.6204534,4.045769,5.9185243,3.960456,1.047268,3.862613,-2.5494974,3.6257784,-8.0377445,3.6588705,-7.044457,3.7367442,00000043.wav,Abnormal
-248.3843,16.824621,56.98663,11.7623,-10.806569,7.977563,5.845644,7.6497974,-2.4179811,7.707186,-1.2411829,7.3966975,-0.414271,6.059251,-0.5734111,5.55397,-3.9161015,5.446612,-1.6813082,5.2071767,-4.8513184,4.4649816,-1.4511063,4.263518,-0.51592875,4.1199236,3.3156204,4.1344438,4.341981,4.119574,5.3221946,3.7927923,-1.3100872,4.0695863,-5.2647552,3.8599303,-9.029955,3.7493327,-8.788481,3.9176981,00000044.wav,Abnormal
-247.29121,15.451709,63.220528,10.366148,-6.0737786,8.537246,10.586781,6.368502,-1.1616938,8.160062,2.140329,6.329851,-0.89881796,5.910421,-1.0687476,5.053411,-4.899869,4.758447,-1.0367438,5.141971,-4.0208654,4.2309685,-1.1926122,4.1583056,0.023580264,3.7643228,3.0220413,4.5779123,2.5036047,3.65462,2.2942543,3.4411838,-1.6047883,3.8686297,-2.8652773,3.559105,-4.651442,3.407601,-4.034871,3.5562208,00000045.wav,Abnormal
-250.94893,17.391796,61.489796,11.621927,-3.8739407,8.471449,13.886449,6.919402,4.6452394,7.5540433,7.1534715,7.9711933,3.6531036,7.3586946,2.35214,5.514494,-3.0125737,5.6494465,-0.009060539,4.9232016,-3.4719853,4.3933587,0.06505343,4.876674,0.25177225,4.5833015,3.26833,4.263485,4.022365,3.7515082,4.212611,3.9791892,-1.2061933,3.7971985,-3.1262507,3.5279222,-3.5883892,3.641932,-3.8550444,3.7022784,00000046.wav,Abnormal
-250.64505,14.265136,55.29469,11.570551,-10.74749,7.4382987,3.5014992,6.754996,-6.4401846,7.4864984,-1.8775169,6.1160383,-1.1335896,5.597296,-2.6902416,5.6396,-6.6705184,5.3225117,-2.1065166,4.4392056,-1.9168487,4.7034297,1.1405321,4.7443156,-0.8807806,4.1932063,-1.1370764,4.3215933,-4.3293986,4.0797863,-1.2187754,3.849019,-2.202832,3.8561893,-0.18747543,3.5654075,-2.6054168,3.4563046,-4.4064565,3.4509203,00000047.wav,Abnormal
-248.98705,14.123102,62.675064,10.317934,-5.653855,7.1695166,12.33782,7.1513104,0.44812578,7.438288,3.6589208,6.9254265,0.863449,6.7347326,0.26716903,5.2862697,-4.5376487,4.6408024,-0.6881134,4.6154027,-3.5357943,3.702706,-0.24614699,3.5665731,0.5903372,4.3841424,3.411022,4.200532,2.8632915,3.5138106,4.7315125,3.4410198,0.35973752,3.8216646,-2.14165,3.716249,-4.2869143,3.4024584,-3.885155,3.654957,00000048.wav,Abnormal
-245.94391,16.60436,62.621822,12.350965,-6.7021117,8.503072,12.829925,7.5797625,2.1177802,7.5485344,5.585395,8.291241,2.1335175,6.9865913,-0.914366,5.9377723,-3.4570913,5.173463,0.5291819,4.8727593,-1.4668343,4.59467,1.9598603,4.726937,1.0323403,3.9734457,3.4429417,4.25051,3.4235306,4.3304477,4.246332,3.9618554,-0.38652197,4.0941815,-2.0580332,3.7085044,-4.6290197,3.1896937,-4.907088,3.5002515,00000049.wav,Abnormal
-246.56534,13.056137,55.763397,10.446771,-13.228413,8.147126,2.346828,7.0923986,-1.5385904,7.558308,2.0379565,6.803962,0.20367119,6.109514,-4.158011,5.5662613,-10.1317005,4.8541756,-3.327512,5.213401,-2.1787086,4.9552884,1.5246671,4.909929,-0.8483611,4.1810875,0.27429768,4.0743737,-0.76939505,4.043102,1.4065418,3.6975892,-1.9212397,3.7657466,-2.6779988,4.042055,-7.3353305,3.874984,-8.996675,3.6658936,00000050.wav,Abnormal
-249.97469,15.926639,56.16157,11.617438,-6.73138,8.871792,6.308805,7.579536,-2.5624046,7.2806535,-2.020952,5.775133,-1.7391349,6.733934,-2.0805123,6.4741344,-5.533566,5.934574,-1.235258,4.265923,-4.918034,4.7351947,-1.0756528,4.3007426,-1.740888,4.359764,-0.66854715,4.4376135,-1.0418919,3.988288,-0.18524532,4.025283,-4.759913,4.2755113,-3.8107886,4.033512,-3.9511921,3.8680024,-3.4799438,3.422377,00000051.wav,Abnormal
-245.36212,24.382093,67.47233,14.020121,-6.665011,6.417849,11.943344,6.420841,-3.5006528,8.433152,2.185648,7.214787,-0.17371172,5.764161,-2.8371515,4.9367723,-7.67181,4.7786465,-1.9177544,4.7009826,-4.231342,4.3836355,-0.18033971,4.312859,-0.021714257,4.132907,2.8926568,4.3398156,2.436524,3.7322226,4.522883,3.684321,0.36507624,3.323798,-1.7622924,3.7709434,-3.9612584,3.6237204,-3.9556546,3.683099,00000052.wav,Abnormal
