,file_name,label,rms,centroid_mean,centroid_std,centroid_min,centroid_max,centroid_delta,centroid_q25,centroid_q75,centroid_iqr,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,Group,recording_id,Research_Group
10,00000010.wav,Normal,0.006914023,2465.1905732626005,185.33931742093648,1917.244033616612,3061.818546354204,1144.5745127375917,2349.050981603796,2571.153277164491,222.10229556069544,-284.6045,15.407577,57.729763,8.73681,-3.8616285,8.624151,17.025175,8.659113,6.7575707,6.198396,9.447328,6.278433,5.53713,5.8262153,5.1152015,5.2847958,1.6259146,5.0613933,-0.69880855,5.272809,-2.535554,4.9382925,0.6567388,4.7530546,1.5672915,5.072258,3.4000335,4.712659,-0.69667816,4.1938252,0.58012617,4.1537247,-2.5164936,4.1137695,-3.348596,3.529425,-4.3875504,3.5430698,-1.6197087,3.7834017,Unknown,Normal_00000010.wav,Normal
11,00000011.wav,Normal,0.0068385443,2650.0136641870085,169.4017253340623,2104.112668308176,3469.1479297396486,1365.035261431473,2540.4834405716483,2755.321563511302,214.8381229396537,-285.874,12.445142,51.225216,7.9978843,-3.021464,9.056652,9.232616,6.6822295,3.813038,6.9097104,4.303956,6.355524,1.3456973,5.898858,0.30549982,5.3959556,-0.36042362,6.2391744,0.06645607,5.4521613,0.82824236,5.891447,1.6904168,5.6574864,0.10121939,6.0498476,0.56502914,5.2578125,-4.209009,4.7447596,-1.0934688,4.1597047,-3.2672381,4.2843175,-2.8698404,4.788782,-5.1056604,5.020339,-2.8709674,5.3370953,Unknown,Normal_00000011.wav,Normal
12,00000012.wav,Normal,0.006958334,2386.546035615995,212.7748491044929,1915.242333362152,3026.7495394226244,1111.507206060473,2234.279559443308,2535.2859594993047,301.00640005599644,-287.80566,14.212226,61.78882,9.939899,-2.3446712,7.4390516,19.157192,8.20933,3.2247436,6.538913,11.131441,7.1052704,4.568194,6.26204,4.1742206,6.0918,0.9377799,5.8202696,0.079942845,5.71496,0.67663693,5.553736,2.3535354,5.1153116,3.3118062,4.8653107,5.2991295,4.7017946,1.4934144,4.6285143,2.28028,4.4757533,0.33414614,4.873249,-0.18581028,3.9239745,-0.14011467,4.173479,1.3912827,3.7011683,Unknown,Normal_00000012.wav,Normal
13,00000013.wav,Normal,0.006882459,2575.418908265983,194.47586070462225,2236.182731270901,3601.3019534263294,1365.1192221554284,2444.434548692257,2659.369393659659,214.9348449674021,-275.4387,12.64159,50.770718,8.781846,-20.343498,6.665125,7.107645,6.529348,-2.6490467,5.6619368,5.267815,6.1322594,0.8946622,5.7955027,-1.3368672,5.0381236,-4.8183494,4.3089094,-1.5165846,4.4535923,3.071311,3.8093703,5.715117,3.715249,1.5578889,3.946389,-1.578817,4.110466,-4.4409623,4.2368546,0.28865883,3.9837184,0.99802893,3.5224493,-3.880035,4.0039883,-8.018697,3.8771641,-4.0269556,3.475095,Unknown,Normal_00000013.wav,Normal
14,00000014.wav,Normal,0.007038646,2409.4939651328127,207.5533590475817,1870.1936720666624,3410.5449398909686,1540.3512678243064,2257.9271907081875,2504.656811003684,246.72962029549672,-283.28812,11.856057,61.096893,9.085103,-7.583843,8.350449,16.21394,8.03626,5.373426,6.6245484,6.92541,6.1568847,4.151139,6.39697,0.9423325,5.9197574,-0.8613307,5.4733114,-1.9786956,5.066093,0.01907354,4.737932,1.8110231,4.671702,1.3206637,4.7367706,5.6023207,4.8676105,1.1279285,4.2344737,1.6136464,4.1484823,-1.1420068,4.0573044,-1.2026188,3.8657384,-2.8826358,3.7575824,-0.62195987,3.8279045,Unknown,Normal_00000014.wav,Normal
15,00000015.wav,Normal,0.0069233314,2404.2338263592083,227.8651729510082,1887.732423615148,3168.798717878758,1281.06629426361,2231.7597755344564,2548.329919235497,316.5701437010407,-291.01697,14.123923,59.49235,10.5452385,-5.093629,9.382518,19.262041,9.068254,7.5374665,7.884224,11.216598,7.763046,7.3169966,6.4389954,4.762834,6.217267,2.2792287,5.7623506,0.21991692,5.6321297,0.71618855,5.89562,1.0608872,5.217239,2.4297054,4.563429,3.9106266,4.9995403,-0.76197124,4.1300435,-0.1669567,4.8851323,-1.3152039,4.634038,-0.7499307,4.4315834,-1.383474,4.432624,-0.7802883,4.074915,Unknown,Normal_00000015.wav,Normal
16,00000016.wav,Normal,0.006926311,2356.1294250544383,205.7212896701473,1949.921717048397,3297.9234993719047,1348.001782323507,2205.2727047929893,2475.7332851180536,270.46058032506426,-280.9684,11.959445,63.60659,9.110704,-7.108781,8.031426,18.682524,7.015064,4.2033677,5.8455625,7.168469,6.0432625,2.7813537,5.3700285,2.297625,5.137639,0.84562445,5.1532307,-0.9805264,4.963053,-0.7216091,4.2275143,1.0564127,4.364844,1.4153031,4.398109,3.1057618,4.1250243,0.81495386,3.8921404,1.6663039,3.951602,-0.8153099,3.7126944,-1.3193293,3.8091116,-2.6605966,3.1680174,-1.0362022,3.6167197,Unknown,Normal_00000016.wav,Normal
17,00000017.wav,Normal,0.0068465574,2416.944574948792,191.77268928252823,1970.5480194619224,3355.563941035115,1385.0159215731924,2287.977605433553,2510.0795933077006,222.1019878741472,-280.60245,11.503937,61.73091,7.9247913,-4.6893473,7.2991586,16.644657,6.7796593,1.9787543,5.8828807,7.416719,5.84753,2.278414,5.857307,3.1758697,5.9091783,0.31582564,4.6820683,-1.324543,4.574886,-0.98705935,5.0313845,0.04705389,4.3354716,2.067067,4.1539855,1.8558829,4.3882685,-0.5097325,3.614574,-0.26413614,4.038825,-2.4544778,3.8080058,-1.8027012,3.743332,-4.0587807,3.6839423,-1.3281915,3.5537832,Unknown,Normal_00000017.wav,Normal
18,00000018.wav,Normal,0.0068748128,2601.4645049372407,171.8833021285953,2165.738003793777,3217.652095434687,1051.91409164091,2480.9336205096174,2708.486000944447,227.5523804348295,-283.9911,11.441245,52.32928,7.8007355,-10.888215,7.9571166,5.1702003,7.1299863,-0.22781943,7.037471,4.75591,6.152456,6.1480274,6.3592906,1.8021451,5.0691404,-2.7255774,5.8622446,-0.12676027,4.9119782,4.7407594,5.10679,6.6049204,4.866063,2.2792113,4.425757,-1.8056902,4.5323095,-6.55689,3.791991,-3.3089662,4.1590595,-1.548192,3.6386387,-0.7733877,3.630998,-7.169262,3.5983646,-6.4440703,4.059503,Unknown,Normal_00000018.wav,Normal
19,00000019.wav,Normal,0.006655069,2707.3038803764543,210.3994363212101,2267.094328777121,3509.454634145016,1242.3603053678944,2577.2915788570003,2788.801131702357,211.5095528453567,-290.59537,13.682695,41.72552,9.44067,-20.200068,8.495567,7.9002247,7.732973,-0.64761156,6.7911854,6.6580253,5.43851,0.95702463,5.956993,-1.3850384,5.9793057,-0.7386251,5.7379594,-1.3406261,4.616186,2.025889,4.761211,1.665496,4.834637,-5.8072767,5.843676,3.0806482,5.694229,4.2572117,5.5346546,-1.4851316,5.3783426,-7.071987,4.543904,-6.305139,6.4308863,-2.5277247,4.8124204,0.24018836,6.0434675,Unknown,Normal_00000019.wav,Normal
20,00000020.wav,Normal,0.006872894,2611.360528056808,167.14311461795396,2184.933741206919,3396.166809930058,1211.2330687231392,2502.634183245817,2695.417260362319,192.78307711650177,-284.33698,12.283582,52.434494,9.189785,-3.7522364,8.934587,11.02999,7.7336345,0.153969,5.3879733,3.5240436,6.5446944,4.4156647,5.9130173,4.049096,5.9123697,3.6796806,5.1745434,0.09707337,4.640516,-2.2430801,4.9807243,-3.4894147,5.1390657,-3.196599,4.3953166,0.37293777,3.9294832,-1.2313117,4.1480927,2.646809,3.9651997,1.453739,3.8674035,-0.08980848,3.951353,-4.4025364,3.796362,-6.0236263,3.4748878,Unknown,Normal_00000020.wav,Normal
21,00000021.wav,Normal,0.0069273426,2647.3708257539406,140.99281001923998,2218.300044413212,3232.177487549848,1013.8774431366356,2547.9216701571377,2729.736999855895,181.81532969875752,-269.36115,9.059027,50.790184,6.763748,-5.4070005,5.922314,13.827723,6.2501144,-0.35236382,5.491311,5.663841,4.6123433,2.6127195,5.1155586,2.5761573,4.267496,1.9739162,4.565605,0.43310928,4.0460525,-0.82149947,4.0643077,1.5196407,4.160493,1.2936455,3.7308254,2.154198,3.655956,0.32426044,3.6464255,-0.05909039,3.6340897,-1.638301,3.4515183,-0.7304523,3.5142338,-3.2920222,3.704365,0.7198887,3.340746,Unknown,Normal_00000021.wav,Normal
22,00000022.wav,Normal,0.006856373,2640.9483541253694,167.87566820940867,2271.408459895042,3229.583121671098,958.174661776056,2529.3169915086937,2727.937599126876,198.6206076181816,-284.62726,11.279043,50.89618,7.48988,-6.439482,7.617561,7.028216,7.335799,1.4137365,7.0180426,4.5883064,6.8009653,5.241434,6.7628584,4.048032,5.720905,-1.3465428,5.1693497,-6.2229943,5.5139375,-5.7202435,4.895593,1.2708272,4.9034863,3.7116332,4.296869,7.884237,4.7601676,4.0572104,4.0162053,2.5438688,3.8021848,-6.3309946,3.9600525,-8.890687,3.797639,-8.0655575,4.0188437,-1.829827,3.701965,Unknown,Normal_00000022.wav,Normal
23,00000023.wav,Normal,0.006992611,2357.0869196683875,199.8857786995221,1862.9605378689432,3279.874434171063,1416.9138963021198,2218.5019349704085,2479.968293170004,261.4663581995951,-283.13397,13.187083,63.147263,9.52498,-6.4329786,7.7500257,17.396929,7.4075346,4.809664,7.1234393,9.860363,6.565041,6.407509,5.959085,4.5177755,6.4803,1.0707223,5.1214757,-0.9123066,4.523466,0.41418612,5.699554,-0.23080555,4.4304204,1.6300938,4.787192,2.9108245,4.655298,1.1704365,4.029411,1.3358967,4.451359,-0.29286265,4.201682,-1.4725755,4.035094,-2.6637473,4.0678816,-0.385962,3.6665478,Unknown,Normal_00000023.wav,Normal
24,00000024.wav,Normal,0.007006923,2624.594263145644,176.5388968505135,2041.510631296056,3251.3742028565816,1209.8635715605255,2514.0325599051466,2728.257296256089,214.2247363509423,-283.6191,12.402924,50.304592,8.761237,-13.712786,8.894656,3.8150427,7.2210135,-0.13875422,6.7774644,5.349424,6.6748433,4.5535965,5.774619,0.71059495,6.1096163,-2.8811426,5.437584,-1.2804352,4.7949514,5.3284883,4.757836,5.5219183,4.479943,0.07658616,4.8360043,-1.9012218,3.8270893,-7.277119,4.6265755,-3.8897927,4.135832,-1.677195,3.8196175,-0.26179406,3.8770468,-7.117662,3.437814,-6.4751024,4.0204945,Unknown,Normal_00000024.wav,Normal
25,00000025.wav,Normal,0.006857479,2396.398280478388,233.8603091074349,1983.368413614329,3658.489596955775,1675.1211833414457,2231.6276304061857,2515.527937228612,283.9003068224256,-281.92377,10.665926,62.449947,9.606952,-5.1614704,7.9063826,16.735731,7.835339,2.7750368,6.56118,9.698796,5.90158,4.6394467,6.3002257,2.8332129,5.8420997,1.1152623,5.253456,-1.8774855,4.45635,-1.8202803,4.3410525,0.25836062,4.604116,1.5926809,4.1364093,3.3419337,4.039069,0.6444271,4.2380795,2.3106074,4.060211,-0.37418178,3.7955954,-0.90326554,3.8019934,-1.9675413,4.2440524,-0.28337625,3.386218,Unknown,Normal_00000025.wav,Normal
26,00000026.wav,Normal,0.006805407,2364.567636841736,170.10588507596182,1992.2313004196888,3089.658305262958,1097.4270048432686,2252.0351449577875,2463.7477744246467,211.7126294668592,-281.59103,10.119536,62.97729,8.012265,-7.262547,7.0835433,17.305964,6.7329555,2.6191957,5.7658176,9.37786,5.937987,3.9347677,5.672732,3.0778584,4.8972583,0.8036101,4.503062,-1.6267327,5.117964,-1.4067905,4.2790217,-0.16454788,4.57588,0.1616152,4.179652,2.305618,3.6007462,1.9318937,4.005421,1.4718505,4.0303144,-0.89403147,3.8280525,-1.0503651,4.003716,-2.6845734,3.7972019,-0.8926876,3.5163324,Unknown,Normal_00000026.wav,Normal
27,00000027.wav,Normal,0.00688549,2394.925463285923,209.23931180470328,1996.3256162129424,3126.6890507799444,1130.3634345670018,2250.742432746023,2519.388692518447,268.64625977242395,-293.81036,13.470938,60.682777,9.885819,-1.919931,8.694788,18.763988,7.078053,4.590078,7.93837,8.537193,7.334172,6.2760344,6.6713862,3.5037205,6.1673446,-1.1914028,6.0003943,-4.2494636,5.5529695,-2.744684,5.1869626,0.6609055,5.4341493,1.1348258,4.8554196,3.4743586,4.505806,-1.4164983,4.932254,-0.20608221,4.97758,-3.1223288,4.198656,-3.3228667,4.4412313,-3.6070497,3.8976908,-1.5643995,4.190755,Unknown,Normal_00000027.wav,Normal
28,00000028.wav,Normal,0.006925306,2347.711064705735,194.13890400353705,1846.488325808588,3099.1580556897843,1252.6697298811962,2219.244727033597,2443.807474948855,224.5627479152577,-282.55695,12.733403,64.56429,8.952341,-5.245806,6.83584,17.21801,7.1060076,3.8119104,7.1981325,8.795143,6.3506255,3.5001588,5.5224166,2.0988014,5.1907787,0.6301063,4.597725,-0.58507913,4.8177767,-1.5532303,4.692028,-0.3186269,5.0344667,0.90785015,4.172795,2.5114007,3.9645004,-0.46091878,4.0688944,0.30781883,4.1540685,-1.3553736,4.0118184,-2.0777771,3.6027787,-2.2440536,3.4139862,-1.4624449,3.5686927,Unknown,Normal_00000028.wav,Normal
29,00000029.wav,Normal,0.0069440827,2786.0408526673928,149.1838038419212,2366.555729447413,3284.5996818736867,918.0439524262738,2694.467752791757,2860.4724569211085,166.004704129351,-278.58572,10.797156,43.126408,7.29586,-3.2141194,7.1220965,12.665802,6.4577413,0.36308295,6.5567775,3.0098002,5.8430834,4.4434023,6.193402,2.7490242,5.5780697,-3.169802,5.229232,3.5402513,4.8570004,0.43168616,4.8088346,2.0524879,4.3049574,4.4527583,4.8569303,0.9601594,4.598841,-4.1839824,4.2068977,-5.5847926,3.7694352,-6.614701,3.9261315,-10.036271,3.8933494,-8.900665,3.7979293,-4.760837,4.1165476,Unknown,Normal_00000029.wav,Normal
30,00000030.wav,Normal,0.0068740235,2411.869850990829,204.7704695455905,2066.2286507821505,3327.145934379473,1260.9172835973227,2277.567576227753,2496.006225144001,218.438648916248,-282.6166,13.033063,60.723625,8.80692,-8.559175,8.14353,13.577575,6.7281733,6.6285367,8.073085,13.416459,5.8464584,5.476974,5.3749743,0.3589572,5.0302625,-0.75194544,5.025313,0.8486094,4.363687,2.5612566,4.544163,2.7102082,4.187983,-0.08089257,4.4339347,0.6608187,4.298498,-1.8630586,4.0960817,1.8010519,3.631593,-0.8767355,3.9072495,-3.994004,4.006655,-5.213156,3.777957,-3.382585,3.4402497,Unknown,Normal_00000030.wav,Normal
31,00000031.wav,Normal,0.006898554,2363.9094605682503,175.45887630182187,1990.6652298067088,2947.753289450937,957.088059644228,2262.724302058075,2459.6064962742903,196.8821942162153,-287.74826,13.004582,62.41677,8.070812,-5.824514,8.675276,17.586498,8.318378,6.1390657,6.2686243,10.367888,8.043517,5.9607625,5.711091,2.6339803,6.543647,-0.613802,5.176519,-1.688441,5.7439075,-0.22435924,4.913118,0.42287955,4.8189616,0.6580295,4.53217,3.3244648,4.2979856,1.4219979,4.051989,2.924993,4.097355,-0.98753715,4.1205106,-3.1650224,3.9158978,-3.3547604,4.135328,-1.7952341,3.6125808,Unknown,Normal_00000031.wav,Normal
32,00000032.wav,Normal,0.00694217,2396.8553381394413,264.2641337206056,2053.933597006392,4230.039263847076,2176.105666840684,2235.82755629981,2468.7778039787954,232.9502476789853,-279.6941,11.348648,61.734287,10.795376,-6.7206626,7.8064704,18.403547,7.567421,1.4457268,6.087455,8.752516,6.8892546,4.2920375,5.5517297,1.8177886,5.090197,-0.088818364,5.046625,-0.88181436,4.5771337,-0.9759354,4.2644444,-0.12876639,4.1320715,0.26220748,4.261168,2.7337782,4.287402,0.6841263,3.7845647,0.8215498,3.8762512,-0.618861,3.7849216,-0.26718375,3.4488235,-3.131242,3.6442235,-1.4933558,3.4243696,Unknown,Normal_00000032.wav,Normal
33,00000033.wav,Normal,0.0068442854,2355.970643093489,175.3841745469571,1928.135517288567,2944.4963918190297,1016.3608745304628,2231.9624570818632,2454.013509224005,222.051052142142,-281.9237,11.81376,64.06331,8.260374,-7.295376,7.347866,17.000237,7.0090356,2.5592408,6.514636,7.2452326,6.106414,3.3579783,5.394705,2.4812381,5.019311,1.099889,5.834666,-1.495084,5.40752,-2.0036006,4.433376,0.34979254,4.4219394,0.60105777,4.0391283,3.9949136,3.9319322,0.31842595,3.8784378,0.36076537,4.401618,-1.2622102,4.0741715,-2.024368,3.592092,-3.7520428,3.7534835,-1.4790293,3.4620934,Unknown,Normal_00000033.wav,Normal
34,00000034.wav,Normal,0.0069539906,2404.6717631147667,209.5666004111233,1963.9317297661023,3149.8583380782534,1185.926608312151,2255.1788572761,2514.687766456106,259.5089091800064,-279.7724,12.002948,61.44832,8.992785,-5.745816,7.5265594,19.554632,7.859624,3.9248662,6.163389,7.8263683,5.688175,3.4175873,5.3457384,1.6055835,5.7290235,0.6661424,5.1502237,-2.7089498,5.0358243,-1.6534246,5.0360813,0.21827525,4.937311,0.6341105,4.5913258,3.9615252,4.550225,1.2360613,4.25865,1.6268474,3.984824,-0.9234725,3.6005325,-1.6708617,4.014935,-1.7509477,3.7899697,-0.94043046,3.5503926,Unknown,Normal_00000034.wav,Normal
35,00000035.wav,Normal,0.006968322,2446.5042156675954,227.383554143129,1966.1292106622595,3128.7647356697908,1162.6355250075312,2296.650144830352,2552.71694113199,256.06679630163853,-289.89417,13.6646185,57.53339,10.457482,-2.1363015,9.423259,21.155817,8.476295,7.1775036,7.660592,12.032782,7.1895647,7.9819117,7.1142163,5.115133,5.9082675,1.736966,5.3073997,-0.652268,5.7701755,-1.3030897,5.5184436,0.20110118,5.366375,1.0314635,5.1147094,2.863569,4.583885,-0.6545826,4.759289,-1.0880497,4.2047057,-4.3818746,4.6432786,-4.448204,4.0173635,-4.3091226,4.2500157,-1.3411143,4.374251,Unknown,Normal_00000035.wav,Normal
36,00000036.wav,Normal,0.006888832,2591.8962628241097,187.9966002816405,2116.944975464876,3519.446426422689,1402.501450957814,2476.626257970395,2679.324345779214,202.6980878088193,-288.39212,12.194738,51.818317,8.5824375,-12.025726,9.041189,3.7914383,6.9962683,-3.219329,6.757815,3.0872972,6.9410815,3.6114347,6.139109,0.47430283,5.941372,-0.9094738,5.1964903,-0.31191918,5.0011654,3.7269197,5.4126644,6.8701677,5.1085835,1.8572817,4.859081,-1.7713155,4.696846,-10.091431,3.6128511,-6.4262323,4.131159,-4.0200934,3.754759,-0.7645255,4.163641,-2.1898484,4.292821,-3.1232083,3.6369436,Unknown,Normal_00000036.wav,Normal
37,00000037.wav,Normal,0.006941484,2370.2522285796363,203.55684744527537,1944.2152221779595,3345.934993616027,1401.7197714380677,2252.500806563354,2446.117205792959,193.61639922960467,-279.92746,10.653053,63.85422,8.374362,-7.821431,8.38109,15.351774,6.9013495,3.4491022,6.651343,8.224435,5.698227,2.6988413,5.650797,1.1572704,5.4544435,-0.43553093,5.4692903,-1.2937998,4.3674474,-1.3204645,4.659292,0.7419626,4.5282984,1.256314,4.2794776,3.928449,4.0334845,1.3300855,4.214337,0.51718,3.9727254,-1.5527798,3.9962065,-1.6659924,4.095326,-2.5762994,3.8055239,-1.2020246,3.5366802,Unknown,Normal_00000037.wav,Normal
