mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,file_name,label
-322.13544,9.265898,62.959934,5.9999886,8.174638,6.912394,6.265735,6.196656,4.589763,5.5403576,3.565266,5.0954685,2.7201962,5.802285,3.0771878,5.325086,0.0008844248,5.25353,1.7088009,5.02335,-6.313631,4.499456,-4.7359667,4.6196084,-4.1574497,3.9110417,-3.5744598,4.2165456,-3.0736096,4.02702,4.091364,3.5062592,3.234281,3.7968478,3.3933885,3.9845455,-3.508537,3.8534331,-6.7602134,3.9977756,00000103.wav,Abnormal
-326.3785,12.486077,73.377144,9.172011,11.526393,7.169332,18.272856,7.197886,8.734296,5.504517,11.923325,6.3482184,5.3634663,5.525594,4.55857,5.907252,-0.54410917,5.3621664,1.0771412,5.385935,-4.7144322,4.3080273,0.67169255,4.354541,-1.3386909,3.986924,2.2002766,4.2445846,-0.27150673,3.56202,1.1315078,3.8654068,-2.2595193,4.1323347,-1.837072,3.676727,-3.6506581,3.6723473,-1.2623149,3.6516566,00000104.wav,Abnormal
-317.93076,9.169561,80.35419,7.384225,0.4375507,7.196151,19.259138,6.204538,5.160435,5.0251985,8.098929,5.4739776,-1.0634847,4.3855886,0.39950088,4.775867,-1.5814322,4.4203434,0.49752837,4.154414,-2.361533,4.152763,0.070475765,4.3059225,0.40304077,4.145936,0.8940356,3.6384325,0.5813605,3.7700322,1.3156787,3.4050813,-1.7046086,3.86,-0.7857617,3.3609807,-2.5651805,3.4429207,-1.1424487,3.4606295,00000105.wav,Abnormal
-295.9026,7.684014,60.454884,5.6942463,-1.9924605,5.185582,18.825068,4.450387,-6.2898197,3.9564652,8.965614,3.8037088,-3.8650405,3.7482803,-2.1308355,3.8134623,1.4559975,3.7811666,-4.835673,3.7497923,-2.0460873,3.546501,2.0868993,3.2598574,3.048456,3.1203027,3.289011,3.6051366,-1.7988316,3.3124068,2.3603172,3.1085591,0.017592335,3.0340326,-0.35733563,3.2100763,0.2440521,3.0680773,-0.708253,2.9589415,00000106.wav,Abnormal
-318.46332,8.222146,79.18289,8.144054,0.8936742,6.6757774,18.95437,5.4000163,6.131623,4.9204073,10.045151,5.484409,1.3995359,5.0989323,2.6683614,4.430477,-1.2539873,4.4009824,-0.13912687,4.3512096,-3.9792283,3.649824,0.9790091,4.451369,0.5217136,3.8241003,0.98125166,3.9547517,0.6937696,3.799597,2.6501286,3.380254,0.7300093,3.4759746,1.0930278,3.2572577,-1.7936571,3.1438355,-0.63299793,3.254187,00000107.wav,Abnormal
-317.58496,8.665499,66.10973,5.751839,6.061355,6.7303734,1.0408353,6.0166626,3.7092714,5.75835,2.5035233,4.755575,2.0417154,4.936568,2.823658,4.840383,-2.7526865,4.811337,-4.4923854,4.786932,-5.4642663,4.4132066,4.401208,5.352587,7.0255218,4.4789715,4.367636,4.0523386,-0.15714754,4.0865107,1.1032139,5.0668626,-7.373507,3.674404,-8.87482,3.5738525,-6.558038,3.5097585,0.6468383,4.039799,00000108.wav,Abnormal
-320.22513,9.135219,67.25826,6.081327,1.8943635,5.899561,0.9820531,6.0484085,4.627326,5.7271,2.7506216,5.8432393,3.4044693,5.1018586,-1.404099,5.122123,-9.608644,4.4220266,-2.2264838,3.9300776,3.9223726,4.1252704,8.662559,4.31724,1.3585868,3.7395134,-4.387534,3.8877792,-7.198603,3.6662474,-0.80238336,3.57503,0.9915505,3.2304678,2.2394629,3.809789,-6.401266,3.3246417,-8.034152,3.4425588,00000109.wav,Abnormal
-320.48395,11.271382,86.83546,8.226486,-1.4246347,7.3918705,16.155142,6.021821,2.8179448,5.0438952,7.162963,5.5053196,1.8968761,5.6911488,2.6588354,4.8544493,-0.93840575,4.9051404,0.85859185,4.671112,-2.448308,4.527135,1.6043327,4.2739773,1.2361805,4.1727424,1.710256,4.0566406,0.21781382,3.6998706,0.7645853,3.633808,-0.82947594,3.6037014,0.81633455,3.7627447,-0.04643588,3.1358361,0.58605754,3.5181005,00000110.wav,Abnormal
-316.08667,8.966017,59.28905,5.485153,10.245398,5.7787485,21.072212,5.3878455,11.11994,4.5591755,11.4175415,4.79991,3.7578664,4.637932,2.8862615,3.8645785,-2.6722589,3.9934902,1.592787,4.034301,-3.956662,3.946704,1.3537151,3.7183135,-0.32306007,3.60154,2.245409,3.8125145,-0.5926894,3.4888144,1.1648691,3.3383226,-2.5269372,3.6323469,-1.6364563,3.2863004,-3.2361698,3.4908938,-1.3097013,3.588114,00000111.wav,Abnormal
-318.02173,7.320097,79.20903,5.434055,-0.72775567,5.1752157,20.046728,5.0949316,3.8809729,4.5584607,10.354723,4.256413,0.9107637,4.997362,2.9731722,4.101516,-0.4274099,4.20528,0.4073404,4.4695,-3.504538,3.6133592,-0.7700546,3.726946,0.8661387,3.6696284,1.486661,3.1770732,1.5093131,3.599517,1.4736754,3.7056468,-0.076188475,3.5418792,1.0679263,3.3590553,-2.2153769,2.9159937,-1.6515521,3.3028798,00000112.wav,Abnormal
-321.9074,7.697793,81.381874,7.0595894,-0.30443794,5.16211,19.7597,4.897045,5.34227,4.323286,10.819505,4.2439866,0.6194999,4.552569,2.5200093,4.751586,-1.6753901,3.8247898,-0.14491186,4.2221255,-3.2854686,3.805823,0.039816324,3.827043,0.52366376,3.7435963,1.3669003,3.721665,1.4202508,3.3288825,2.1451552,3.4413664,0.21125916,3.327073,1.2371213,3.065809,-1.2408575,3.0610728,-1.3562686,2.945371,00000113.wav,Abnormal
-320.1012,8.823538,82.780754,6.912341,-0.21890503,5.6627474,18.875492,5.875891,4.1036005,5.196956,9.818337,4.230938,-0.034760986,5.406292,1.6378098,4.235503,-2.3894439,4.0864024,0.29148728,4.6616282,-1.6564672,3.8644102,1.139314,3.6074853,1.1834913,3.375452,1.5753542,3.4231086,0.22921014,3.3800924,3.1383076,3.9414535,0.3200377,3.4845426,0.6642248,3.4190729,-2.2635021,3.1299353,-1.6692305,3.2710793,00000114.wav,Abnormal
-295.88718,9.166231,42.03193,4.767327,-15.642993,4.329034,11.439207,4.464049,-8.049547,3.9574654,2.9590206,3.8365939,-7.942358,3.9722672,-2.7980766,3.7419605,-4.3085814,3.6707263,2.8315406,3.265475,1.4055182,3.358198,-1.9334689,3.148272,-6.772856,3.727741,0.7391227,3.5116887,1.8125132,3.3801558,-2.646431,3.2239926,-7.65829,3.027434,4.0260854,3.4817061,6.8395886,2.8813682,-3.2870755,2.9013126,00000115.wav,Abnormal
-316.4771,7.5057645,71.49662,5.1413026,2.9102552,4.3210034,15.286319,4.949849,11.187275,4.112593,15.20496,3.8871465,3.375879,3.9957047,-1.261643,3.7194989,-5.6247683,3.9886172,2.3364024,3.4391203,0.042842,3.82741,4.3819795,4.033375,0.18449937,3.6658597,-0.35098144,3.5874445,-1.4627485,3.286301,3.6400993,3.3401062,0.24775264,3.2718384,-2.2783968,3.332431,-3.7872052,3.1184688,-2.0699906,2.931247,00000116.wav,Abnormal
-304.1792,13.600344,24.64333,10.241032,13.08597,6.169387,18.853292,5.973755,-5.603396,4.776774,7.0188537,4.7716427,1.5938942,5.311496,2.6048052,4.4676123,-5.195224,4.615959,3.660912,4.6758823,-10.305085,5.156209,5.6691456,4.4351754,2.8183985,4.503048,-5.165856,4.2572756,5.1353474,3.8164158,-0.3626847,4.073105,-0.52531517,3.8135965,-0.788265,3.473081,1.5370073,3.3468845,0.11204149,3.2787354,00000117.wav,Abnormal
-323.1996,7.1612134,68.81892,5.9930367,3.636864,5.7216725,-0.6547908,5.9175057,8.065001,5.113307,6.6314535,4.4307446,5.5848703,4.6771064,1.3764156,4.5510564,-8.429328,4.4202375,-1.7989444,3.8905423,3.5808074,4.4412947,8.1809435,3.795353,2.441551,3.5209463,-4.591626,3.7152662,-7.9012957,3.435463,-3.4114585,3.2611942,-1.593928,3.6511233,2.2513251,3.4191675,-0.0935695,3.4866126,-4.2071404,3.866358,00000118.wav,Abnormal
-326.59033,9.34978,86.80361,7.519866,0.32527167,6.3265886,18.056099,5.927526,6.52319,5.735561,9.286383,5.0188932,0.5173488,4.7640724,2.063363,3.9070194,-1.7529696,4.596658,0.5533737,4.1345463,-2.932027,4.347784,-1.259539,3.9580066,0.07337882,3.9262848,1.213966,3.926828,1.6576458,3.152191,3.396472,3.7324817,-0.64251775,3.5918105,-0.11867502,3.3633168,-2.0372112,3.4789746,-0.34619248,3.4652772,00000119.wav,Abnormal
-330.11368,7.6652627,72.01802,6.8442025,3.963611,5.28155,-1.447726,6.128389,3.869865,4.9751067,2.2406955,4.556474,2.323398,4.589981,-1.0241787,4.6183214,-7.586183,4.301129,0.090075724,4.300248,6.1655426,4.1176653,7.954228,3.7748141,-0.48708892,3.7818139,-5.735351,3.6467907,-8.203192,3.5277097,-1.6403008,3.7456748,1.3197249,3.693547,2.8184063,3.7576354,-5.1488323,3.67655,-7.266745,3.6058583,00000120.wav,Abnormal
-324.5158,8.610235,86.99375,7.3528953,-1.7528402,6.1376705,17.835604,5.622888,5.4197264,4.6830215,9.161359,4.457546,1.4853647,4.5266356,2.392414,4.4705186,-1.3322588,4.121681,0.79571086,4.182709,-3.7480237,4.091488,-0.31230494,3.7237785,-0.02099685,3.760698,0.71057993,3.6520693,1.0375378,3.775632,2.9650023,3.5080142,0.012556643,3.6162772,1.077479,3.2578104,-2.2653222,3.2844658,-1.6164815,3.488224,00000121.wav,Abnormal
-340.24005,3.6957142,75.44391,3.572526,4.616505,2.9366732,-9.191417,2.8018405,4.70839,3.004058,7.2613792,3.1683621,12.507374,2.7940192,8.022905,2.975304,-7.118775,3.058051,-4.423074,2.595503,2.6321826,2.907477,6.8679442,3.24851,1.8984808,3.1451259,-1.0251298,2.8073783,-7.3120975,2.8994772,-3.5316033,2.7188628,-3.9186802,3.0056121,0.31509632,2.626651,-6.1773787,2.7330995,-4.89392,2.5593252,00000122.wav,Abnormal
-325.3889,5.3848367,72.363815,3.9139278,0.8498328,3.0341032,12.128128,2.7152264,8.331443,2.549384,18.500154,2.6259837,9.137896,3.0535545,4.8503256,2.5338955,-4.146114,2.7894824,1.7341406,2.6409147,-3.566416,2.8631501,1.6097543,2.8511467,-0.10200362,2.6328466,2.2222111,2.7381124,-0.72615117,2.579809,3.1180558,2.670592,-2.4552727,2.816152,-2.8234992,2.5952566,-3.2941256,2.6661541,0.37640482,2.4445558,00000123.wav,Abnormal
-344.80188,3.6776226,75.213425,2.7144208,12.499574,3.0206478,-7.200225,2.8571703,5.2196126,2.9898007,4.113279,2.9176972,10.1108885,3.172887,11.184328,2.9734688,0.741673,2.6326587,-7.58958,2.9208775,-8.998123,2.8010294,2.3954582,2.9164474,8.839161,2.9273534,6.324168,3.011926,0.31488168,2.3428965,1.0187386,2.7842824,-10.809322,3.0010445,-10.902517,2.8789575,-1.6249555,2.6393287,6.7111163,2.4893749,00000124.wav,Abnormal
-315.13852,14.220652,60.18635,6.339152,-34.1254,4.457475,1.3431697,3.6353297,-19.230602,4.783219,-5.660715,4.2732325,-9.670337,4.023563,4.762266,3.697437,-1.0327682,4.0114,-2.1404421,3.6364388,-4.2932167,3.2172368,4.324901,3.081113,5.794088,3.9139957,10.365179,3.173758,6.365482,3.4480922,-3.531093,5.103379,-5.148948,3.3901083,-1.347115,4.4698553,3.3385322,3.7601078,0.20125483,3.0625756,00000125.wav,Abnormal
-343.7523,11.819893,104.466286,8.312573,-9.2529955,7.248389,17.028744,4.8318887,-4.436017,3.4491603,6.8341904,3.080754,0.5326084,3.1092124,3.446186,2.9726708,1.7347194,2.7478628,0.18337247,2.930384,-4.0706434,3.2925296,0.4399095,3.0762062,4.1372194,3.37201,2.9597895,3.036753,0.6336611,2.961878,-0.74780256,2.5289013,-0.7470069,2.9332314,1.6952318,2.7053227,1.1335061,2.9396832,2.4253998,2.7796924,00000126.wav,Abnormal
-346.49103,28.177385,83.1923,28.611183,11.660401,14.54583,17.683725,7.4233594,-0.17020424,4.54121,14.098012,3.5890348,7.082182,3.0414848,9.089193,2.9011896,1.4855546,3.012318,1.410289,2.7041066,-2.4582822,3.068472,1.3243209,2.7230294,2.9192462,2.8102076,4.1879835,2.6155112,1.2482404,2.9242463,-1.1665567,3.151314,-3.8336954,2.8456154,-0.32715142,2.7404382,0.13854352,2.789611,1.3695805,2.961112,00000127.wav,Abnormal
-345.7801,3.98905,79.109,3.1411288,7.2159452,3.3217418,-8.671907,2.699198,2.9816573,2.8077242,2.986331,2.8900614,7.6719103,2.6548276,2.8032606,2.7643259,-8.81388,2.9302268,-3.7350018,2.7682245,5.98519,2.9390054,10.391915,2.9524689,5.1685038,2.9885964,2.563599,2.731498,-4.3448668,3.0486643,-0.9092893,3.1466067,-1.6454698,3.0801318,1.8346481,2.7592285,-8.631088,2.618931,-8.8476515,2.738156,00000128.wav,Abnormal
-340.68692,4.192661,64.9221,3.283979,8.353835,2.8978887,1.5683495,3.5613253,-0.6566913,2.899436,4.214164,3.1188097,13.932878,3.0470703,9.304977,2.9595706,-3.3700042,2.8641338,-4.359457,3.022084,-12.167233,3.2084882,-0.33104923,2.6653974,8.9133625,2.6147668,6.9652047,2.946723,5.543045,3.078076,3.7635853,2.6791675,-7.7852516,2.6647809,-9.888237,2.7024894,-1.760922,2.6490955,4.8823514,2.7420895,00000129.wav,Abnormal
-348.85468,3.4646919,109.55686,2.9481418,-12.458448,2.913016,22.720762,2.6271186,-3.6191719,2.6911392,14.818872,2.661305,0.3448251,2.5442936,7.5731735,2.6833482,-0.23814704,2.7632039,2.516457,2.605279,-4.3923755,2.462512,-1.8460932,2.6804476,-1.2332563,2.6977656,1.9470469,2.7308102,1.3882321,2.7382038,2.1304777,2.5557106,-1.7396718,2.7340074,-0.50854975,2.6715157,-1.4221591,2.7677534,-0.21546522,2.8426323,00000130.wav,Abnormal
-325.64218,42.62106,72.33829,8.4306,-25.153625,14.893811,-3.6095972,4.6608543,-8.737774,3.273979,-0.12836643,3.929642,-2.3686602,4.9671197,3.4792247,3.5514925,1.7749051,4.185171,-3.3357668,2.726847,-5.5106244,3.592406,-0.60508126,3.5712395,0.12889455,2.9992514,6.284792,3.8297694,5.205264,4.782816,5.363681,3.5257537,-1.5410993,2.6080487,-2.8485744,3.0872412,3.2446513,2.7678337,-2.6173813,3.060583,00000131.wav,Abnormal
-349.0319,3.967617,108.44496,3.2964687,-10.472919,2.7051406,23.347504,2.549064,-3.217308,2.611206,13.713752,2.5754793,-0.88817275,2.6733854,6.431696,2.9614236,-0.48433727,2.6482632,3.4236238,2.6316752,-2.7118845,2.6658964,-0.96678656,2.6079857,-0.2539556,2.6790674,1.5614252,2.6086187,1.65444,2.7361343,4.195415,2.5965211,-0.56938577,2.638184,-0.37377802,2.7189727,-1.5920014,2.5107486,0.45052028,2.5485134,00000132.wav,Abnormal
-334.47375,3.4263663,97.88084,2.50114,-5.4253683,2.6491966,20.41422,2.649421,-4.9825287,2.7101066,10.818366,2.6798663,-2.733248,2.6954534,5.314011,2.5421333,-0.8099356,2.528152,2.905653,2.373992,-3.2318838,2.835422,-2.1381419,2.8019063,-1.0878007,2.668802,1.4671693,2.5216281,2.4136853,2.6413012,3.1883683,2.6754556,-0.49613705,2.6044073,0.42793766,2.5479622,-1.2321163,2.650877,-0.01598764,2.7986636,00000133.wav,Abnormal
-320.2929,6.027325,96.1634,4.861035,-5.0171084,4.1596794,17.824951,3.8638468,-4.4456606,4.0843964,7.2559624,3.5027955,-2.8681588,3.3828328,4.2351513,3.3879435,1.3973598,3.340554,3.9298918,3.400552,-1.5403768,3.064508,-0.810475,3.092618,-0.24152236,3.1984928,0.87069273,3.1670372,0.40864596,2.8458114,1.478039,2.9895468,-0.60246396,2.9414465,0.5850202,2.9978142,-2.3895853,2.8180509,-0.9881184,2.782102,00000134.wav,Abnormal
-333.18393,6.06099,107.08592,5.9235563,-7.805828,4.654241,19.924458,4.6614523,-2.7183647,4.007831,6.6506357,3.6650352,-3.2915106,3.673531,4.348273,3.6384459,1.1598898,3.5863366,3.4709575,3.60036,-2.2975247,3.0974298,-1.1246141,3.2495465,0.142146,3.4307501,1.2330067,3.1636152,0.12739831,3.0761685,1.4125364,3.1554804,-0.13271661,3.1806056,0.1494958,3.0283518,-1.7869931,2.8589568,-0.49518603,2.7994761,00000135.wav,Abnormal
-352.5654,9.752546,110.05097,7.5927906,0.6709313,5.798746,20.688892,5.1842813,1.6235174,4.5726337,4.7828875,4.431707,0.5945444,4.1305933,9.471219,3.7740645,4.0857887,4.0349383,0.13861328,3.7437284,-4.9578724,3.6172204,-1.754623,3.7920942,3.0406144,3.7326083,4.696785,3.4815238,-0.99779457,3.5328598,1.0628582,3.627106,1.2234162,3.4062636,1.2248483,3.3562522,-0.9811231,3.4084225,-0.18192498,3.0901687,00000136.wav,Abnormal
-330.38278,6.946933,77.50028,3.8449736,13.815818,4.5661106,-1.8678076,4.1072183,5.3525424,3.7808437,-3.2097497,3.7832618,-0.20990673,3.7905886,4.3856916,3.5188155,6.6491084,3.6046736,6.295836,3.1184852,-1.5596093,3.1688998,-2.9510179,3.317027,-0.2704772,3.2338233,-0.27576151,2.9206314,-3.53215,3.3594038,-0.8245626,2.93994,-2.1767812,2.7238135,-0.24063127,3.0497167,-2.0650241,3.0066001,0.60651004,3.20496,00000137.wav,Abnormal
-343.23703,28.013376,94.99644,23.111124,7.3691235,7.294446,15.562667,7.8644457,-4.337461,5.085928,1.567549,6.1508346,5.9169717,5.162882,8.758683,5.187852,3.2269793,4.9768105,-0.10341335,4.998026,-2.0993898,4.561884,0.99168247,4.823464,5.7148156,4.1139717,7.277832,5.395214,5.7241874,5.063105,3.4529502,3.9414113,2.5671782,3.9464142,0.88537014,3.643044,-1.2847872,3.513845,-0.24651098,3.3112676,00000142.wav,Abnormal
