centroid_mean,centroid_std,centroid_min,centroid_max,centroid_delta,centroid_q25,centroid_q75,centroid_iqr,file_name,label
2364.567636841736,170.10588507596182,1992.2313004196894,3089.658305262958,1097.4270048432686,2252.0351449577875,2463.7477744246467,211.7126294668592,00000026.wav,Normal
2394.925463285923,209.23931180470328,1996.3256162129426,3126.6890507799444,1130.3634345670018,2250.742432746023,2519.388692518447,268.64625977242395,00000027.wav,Normal
2347.711064705735,194.13890400353705,1846.4883258085881,3099.1580556897843,1252.6697298811962,2219.2447270335974,2443.807474948855,224.56274791525766,00000028.wav,Normal
2786.0408526673928,149.1838038419212,2366.555729447413,3284.5996818736867,918.0439524262738,2694.4677527917574,2860.4724569211085,166.004704129351,00000029.wav,Normal
2411.8698509908295,204.77046954559054,2066.2286507821505,3327.145934379473,1260.9172835973227,2277.567576227753,2496.006225144001,218.43864891624798,00000030.wav,Normal
2363.9094605682503,175.45887630182187,1990.6652298067088,2947.753289450937,957.088059644228,2262.724302058075,2459.6064962742903,196.88219421621534,00000031.wav,Normal
2396.8553381394413,264.26413372060557,2053.9335970063917,4230.039263847076,2176.105666840684,2235.82755629981,2468.7778039787954,232.9502476789853,00000032.wav,Normal
2355.970643093489,175.3841745469571,1928.135517288567,2944.4963918190297,1016.3608745304628,2231.9624570818632,2454.0135092240052,222.051052142142,00000033.wav,Normal
2404.6717631147667,209.56660041112332,1963.9317297661023,3149.8583380782534,1185.926608312151,2255.1788572760997,2514.687766456106,259.5089091800064,00000034.wav,Normal
2446.5042156675954,227.383554143129,1966.1292106622595,3128.7647356697908,1162.6355250075312,2296.6501448303516,2552.71694113199,256.06679630163853,00000035.wav,Normal
2591.8962628241097,187.9966002816405,2116.9449754648754,3519.4464264226895,1402.501450957814,2476.626257970395,2679.324345779214,202.6980878088193,00000036.wav,Normal
2370.2522285796363,203.55684744527537,1944.2152221779593,3345.934993616027,1401.7197714380677,2252.500806563354,2446.117205792959,193.61639922960467,00000037.wav,Normal
2349.606166226557,198.85781312653555,1791.3545237867368,3133.814957039789,1342.4604332530523,2204.244163424164,2471.4566723603893,267.2125089362253,00000038.wav,Normal
2293.298058288232,194.83200684948054,1710.8847651908618,2873.955038386086,1163.0702731952242,2160.963585090457,2400.3734961134314,239.40991102297448,00000039.wav,Normal
2653.936021078888,162.23442814018276,2221.56396227102,3339.8441677900623,1118.2802055190423,2552.615912776634,2737.133772654687,184.51785987805306,00000040.wav,Normal
2407.6925319821044,211.62969054635138,2002.6617746779289,3679.556164415629,1676.8943897377003,2271.03188807056,2521.675770101723,250.64388203116323,00000041.wav,Normal
2589.127845413234,163.3532986404033,2174.8371485858797,3165.3517913050564,990.5146427191767,2481.409996059341,2690.661037620785,209.2510415614438,00000042.wav,Normal
2413.0603709189263,214.53109295175432,1952.9194577392345,3437.0519613145516,1484.132503575317,2250.4223872992525,2534.581489554199,284.15910225494645,00000043.wav,Normal
2398.124845339959,216.8442507922019,1860.1476988264453,3229.223296190071,1369.0755973636255,2257.7980217821646,2522.4332353531336,264.635213570969,00000044.wav,Normal
2338.4631341401196,186.55862574967904,1995.679423836993,2952.0884857850547,956.4090619480617,2201.606006186211,2457.8965230123445,256.2905168261336,00000045.wav,Normal
2553.288318593495,193.74421961033863,2131.585955584256,3419.4119582706717,1287.8260026864154,2411.92967453361,2662.5431192560427,250.61344472243263,00000046.wav,Normal
2608.5078406349367,169.728395534208,2331.9495708137483,3193.6985743415817,861.7490035278333,2483.2600827682254,2702.2436943689454,218.98361160072,00000047.wav,Normal
2598.703338244332,142.79753492287742,2266.236936658984,3065.9595280762915,799.7225914173073,2503.8193387448473,2685.0953103804472,181.27597163559994,00000048.wav,Normal
2388.338067367484,203.53540491934797,1999.8603811580579,3620.189468019177,1620.3290868611193,2247.713685071062,2496.808685416141,249.09500034507892,00000049.wav,Normal
2446.8268320491343,184.3525921343549,2008.5062013785519,3157.923218981523,1149.417017602971,2318.775946225159,2554.756233759662,235.98028753450308,00000050.wav,Normal
2586.326882175851,159.95381711406839,2067.047216470797,3057.30632515818,990.2591086873826,2475.4006263811734,2694.1258299674546,218.72520358628117,00000051.wav,Normal
2515.255194068479,177.37794666784848,2070.961356931093,3354.4367011778886,1283.4753442467954,2419.546700462998,2602.1941050317564,182.64740456875825,00000052.wav,Normal
2322.4455104965714,193.68849783445958,1939.324672851299,3186.274844787334,1246.950171936035,2189.1972998957244,2426.179059397841,236.98175950211635,00000053.wav,Normal
2373.2888940636612,218.43544201103288,1673.6610979290313,3408.245312563224,1734.584214634193,2216.382724670524,2480.575873494594,264.1931488240698,00000054.wav,Normal
2590.7718658841914,168.74525884485098,2131.1505723681776,3455.5683802156095,1324.417807847432,2492.6414851286227,2680.060001274178,187.41851614555526,00000055.wav,Normal
2619.3926173348655,178.03626389803807,2119.0159700264885,3292.8848409550965,1173.868870928608,2505.7632292787275,2706.496345989173,200.7331167104453,00000056.wav,Normal
2675.9862074810385,183.23049230138253,2154.270044792664,3487.7356922172285,1333.4656474245644,2559.0562564992897,2756.6921419999917,197.635885500702,00000057.wav,Normal
2497.2456277553756,186.36379748459404,1845.776289734541,3091.98635359661,1246.210063862069,2384.2382744961837,2600.2959983000837,216.0577238039,00000058.wav,Normal
2357.0591797241423,217.3198212682558,1977.8077328940212,3511.362489981977,1533.5547570879557,2215.838946743986,2450.5439195367417,234.7049727927556,00000059.wav,Normal
2403.648099240613,211.5554971925372,1953.5408689696965,3494.107120963008,1540.5662519933117,2252.2573134142476,2537.4832739792764,285.2259605650288,00000060.wav,Normal
2612.86738302934,206.4108458114226,2049.793127167906,3509.1272619435717,1459.334134775666,2490.4245184274173,2723.426743472942,233.00222504552448,00000061.wav,Normal
2476.263932983061,186.05538790164172,2007.905568823496,3208.1281091964374,1200.2225403729415,2357.3967453706427,2582.8891023493416,225.4923569786988,00000062.wav,Normal
2349.6916893928064,178.63805346278787,1946.367767649761,2919.0132857488607,972.6455180990997,2221.0616753050945,2464.902995669334,243.84132036423944,00000063.wav,Normal
2581.8362619916593,199.65562726507622,2061.088074438818,3505.872891899244,1444.7848174604264,2456.175765056173,2680.2621022360854,224.08633717991233,00000064.wav,Normal
2619.1280707449628,168.91633656238727,2004.0551360050927,3288.252625415307,1284.1974894102145,2502.084705324698,2715.1172846102727,213.03257928557468,00000065.wav,Normal
2385.147864377685,175.63886301111177,1995.3759577643523,2995.582063228312,1000.2061054639598,2256.3671561208735,2510.2039535518516,253.8367974309781,00000066.wav,Normal
2346.8430236519166,195.18043342519303,1720.1391987921256,2950.71113595408,1230.5719371619543,2223.972798231463,2462.368245321187,238.3954470897238,00000067.wav,Normal
2487.6857892224134,198.84785073160893,2053.9346425085087,3138.2587251774794,1084.3240826689707,2333.0337561443175,2625.627909347102,292.5941532027846,00000068.wav,Normal
2375.1674059443667,205.91568919552486,1927.8724416634816,3477.6165004046215,1549.74405874114,2236.63716051923,2464.3662912583013,227.72913073907148,00000069.wav,Normal
2562.164898028023,392.2934516754042,2042.9730734277953,4157.122135731498,2114.1490623037025,2334.690898736085,2636.10020668807,301.4093079519853,00000070.wav,Normal
2488.2482911666,196.7933900263492,2005.7274866479133,3270.204843887001,1264.4773572390877,2349.1707349928106,2603.434525024426,254.26379003161537,00000071.wav,Normal
2368.701417455767,210.54188487930452,1881.807432665596,3151.032126151307,1269.2246934857108,2228.5146648679442,2487.127157295802,258.6124924278579,00000072.wav,Normal
2412.7491190830915,200.13182947390354,1958.045926758956,3057.5922237660225,1099.5462970070664,2261.2279839821667,2537.9262127351867,276.69822875302,00000073.wav,Normal
2486.6206767171825,178.52756772707696,2070.089500908889,3040.86540287949,970.7759019706009,2356.6491396795896,2583.3616568976795,226.71251721808994,00000074.wav,Normal
2594.1965912659675,172.26216943151582,2229.2649338467572,3179.5497265998592,950.284792753102,2475.251393755869,2706.0940565044975,230.84266274862875,00000075.wav,Normal
2351.8797520010153,193.89977793054993,1923.4360755014136,3137.2050485799646,1213.768973078551,2228.7598888570983,2480.575224560788,251.81533570368947,00000076.wav,Normal
2379.8811648398796,199.3899829349868,1946.7323328359926,3143.1974305554036,1196.465097719411,2250.6087428158708,2479.543471288423,228.93472847255225,00000077.wav,Normal
2555.1283313583044,186.55151349099063,1949.1161134448944,3257.425787217272,1308.3096737723777,2438.373056051148,2669.359872524822,230.98681647367403,00000078.wav,Normal
2372.1945131231773,201.36784917793042,1924.6489007014418,3318.027130070782,1393.37822936934,2220.9246167625806,2471.2275374032088,250.30292064062814,00000079.wav,Normal
2346.559563534264,187.94047258737805,1937.4407471078782,3029.46866453226,1092.0279174243817,2218.140961237026,2469.1104736512984,250.96951241427223,00000080.wav,Normal
2350.43301370851,203.22960414695143,1873.5346225448595,3057.0674649351586,1183.532842390299,2215.381833424459,2477.105382167615,261.72354874315624,00000081.wav,Normal
2578.9233031061226,186.38806855379784,2068.8838514248855,3262.3806103196603,1193.4967588947748,2460.5702637426034,2675.4266924846843,214.85642874208088,00000082.wav,Normal
2357.091169192183,217.3441651841881,1928.756559946251,3465.1786074379916,1536.4220474917406,2205.072075511019,2467.7820423088124,262.7099667977932,00000083.wav,Normal
2387.7915218563703,213.70437632840094,1938.5535052556406,3407.471346214692,1468.9178409590513,2238.4612558016815,2507.5995806961373,269.13832489445576,00000084.wav,Normal
2322.5488010813665,189.04464627972834,1897.1444987704515,3238.2985267262115,1341.15402795576,2199.415311547128,2432.362632974204,232.94732142707608,00000085.wav,Normal
2340.224635559413,215.97260817461995,1903.89784557523,3501.461046099685,1597.5632005244552,2210.6704584796403,2443.028425936319,232.35796745667858,00000086.wav,Normal
2372.890513675424,202.62865751397166,1950.979339645791,3137.863475705842,1186.884136060051,2238.625125142931,2492.346887815955,253.72176267302393,00000087.wav,Normal
2561.8528104337174,211.67782122047146,2076.1585581587383,3393.0181372400693,1316.859579081331,2424.1527855442373,2683.8923526201484,259.73956707591105,00000088.wav,Normal
2384.679174176465,172.2380678634808,1927.43418920017,3060.4248976201307,1132.9907084199606,2259.768121925404,2497.868116540701,238.09999461529696,00000089.wav,Normal
2568.353763804325,209.78633405546998,2002.559402382211,3587.520541236955,1584.9611388547441,2439.809510302027,2643.3011056372065,203.49159533517968,00000090.wav,Normal
2638.7111868052334,175.7048668432295,2059.0882223460767,3266.185211211308,1207.0969888652312,2527.098868507146,2733.706246721354,206.60737821420798,00000091.wav,Normal
2856.92503277406,203.5756091024084,2425.8223071917087,3347.3102794509655,921.4879722592568,2698.2103487545573,3018.7921383173443,320.581789562787,00000092.wav,Normal
2352.1356207081003,197.2868415375236,1744.8712218955507,2956.3479496322316,1211.476727736681,2219.54382578231,2487.3631901134986,267.8193643311888,00000093.wav,Normal
2611.3123960693765,192.8128537546431,2134.1595400790256,3824.29867439825,1690.1391343192245,2498.78105258469,2691.1820773655963,192.40102478090648,00000094.wav,Normal
2448.0410410590043,183.36477054647327,1967.8316186547277,3237.98057266481,1270.1489540100824,2327.356040320943,2536.254965997436,208.89892567649304,00000095.wav,Normal
2415.9275791932423,221.14411834466725,1777.2449425733114,3564.584148402318,1787.3392058290067,2285.011385144202,2520.1272308034177,235.11584565921567,00000096.wav,Normal
2345.2565727185024,186.88207657940592,1936.0606176148494,2891.2243228655757,955.1637052507263,2212.083616006581,2450.8559016704226,238.77228566384156,00000097.wav,Normal
2436.5804606494685,209.48104031245097,1764.6984239344476,3199.4125978621355,1434.7141739276879,2298.226708837632,2565.241079409802,267.0143705721698,00000098.wav,Normal
2594.2108481701475,202.39669802983423,2017.4870306469757,3649.0919681102696,1631.604937463294,2464.9126998225483,2708.2072675097634,243.29456768721502,00000099.wav,Normal
2607.891743754253,178.2936445025354,2061.9380264444585,3187.5844535373403,1125.6464270928818,2480.4664017240725,2723.0964423337127,242.63004060964022,00000100.wav,Normal
2702.093403753403,155.3072667294088,2399.631436114959,3383.5705263201844,983.9390902052255,2593.3275760875035,2800.808817434472,207.48124134696855,00000101.wav,Normal
2891.101772912109,169.6488649537338,2416.6651826252237,3557.167979900527,1140.5027972753032,2792.3958710334346,2988.531072855125,196.13520182169032,00000102.wav,Normal
2412.4387157003052,204.99558118901538,1836.5402043562299,3111.6178933094147,1275.0776889531849,2281.6085807610307,2537.206710089521,255.59812932849036,00000103.wav,Normal
2419.5632983068117,227.8178715563985,1935.9412415170423,3567.310633202709,1631.3693916856669,2276.263096400925,2539.926448468471,263.66335206754593,00000104.wav,Normal
2585.9442083090603,197.81697463723367,2143.5025214279194,3275.911573112353,1132.4090516844335,2444.412383124245,2684.986553140192,240.57417001594695,00000105.wav,Normal
2364.9716543319114,179.90233784762995,1958.472778457434,3061.204614071784,1102.7318356143498,2239.814376573364,2472.560948857563,232.74657228419892,00000106.wav,Normal
2594.5017266533614,152.21471446317005,2139.1655308629397,3418.9688107878665,1279.8032799249268,2492.934619173461,2679.9050849471796,186.9704657737184,00000107.wav,Normal
2590.6408148182063,201.0646370667775,2044.2944283712309,3805.876407567283,1761.581979196052,2474.34203037551,2698.124245002056,223.78221462654574,00000108.wav,Normal
2410.2782839584934,181.27183174524527,1978.0076762955473,3035.8247752124967,1057.8170989169494,2277.949453208549,2533.0835803660993,255.1341271575502,00000109.wav,Normal
2352.490663082437,215.64208907519222,1791.453660643235,3268.3090489865663,1476.8553883433312,2213.349572471529,2474.2663764890267,260.9168040174977,00000110.wav,Normal
2368.639699558261,181.123449730668,1992.9786811266013,3247.0569865710245,1254.0783054444232,2252.02087507742,2460.252701554964,208.23182647754402,00000111.wav,Normal
2354.81174620635,223.86778386761821,1830.2871771435748,3415.3763964093177,1585.089219265743,2199.6952854705255,2479.0990354447545,279.40374997422896,00000112.wav,Normal
2577.644191108209,174.80405595230306,2090.970720762314,3217.2125610375556,1126.2418402752414,2452.3893085652303,2697.797233231171,245.40792466594075,00000113.wav,Normal
2292.445630006563,197.19467824313506,1742.8155043335476,3155.9308946510782,1413.1153903175307,2164.6842020285108,2381.2216055057575,216.5374034772467,00000114.wav,Normal
2665.383197349426,171.94998408392394,2275.0494355758237,3836.3760964813027,1561.326660905479,2570.8162931021834,2751.6768567323597,180.86056363017633,00000115.wav,Normal
2440.3950857024406,254.8585494810547,1844.6043984739688,3248.191135844621,1403.5867373706521,2254.809293330183,2576.99687685486,322.18758352467694,00000116.wav,Normal
2573.709042498436,163.7689560847607,2139.9362813698986,3209.7266727947585,1069.79039142486,2460.313000614072,2666.662857441992,206.34985682792012,00000117.wav,Normal
2326.5939988732284,221.42035396960873,1668.571433046921,3365.7422627877622,1697.1708297408413,2190.7562621197344,2452.7550917436115,261.9988296238771,00000118.wav,Normal
2384.434351560366,189.3397098970383,1831.02494795844,3081.887956432553,1250.863008474113,2256.754821934223,2490.929861197941,234.1750392637182,00000119.wav,Normal
2627.688059437237,167.97494538362125,2121.6345640462177,3322.3293890413825,1200.6948249951647,2517.461017482745,2712.3481109322256,194.88709344948074,00000120.wav,Normal
2458.8239503817426,176.5769851868206,1982.2447761019503,3215.6665292295083,1233.421753127558,2336.984627263945,2565.4880993999,228.50347213595478,00000121.wav,Normal
2321.126197475978,176.98954728140873,1879.9213770765562,2999.2065912996395,1119.2852142230834,2195.6480935159702,2417.018391955281,221.37029843931077,00000122.wav,Normal
2325.954749287248,202.63277403470266,1788.8668953304004,2865.3426094403185,1076.475714109918,2190.463028662393,2448.483372632698,258.020343970305,00000123.wav,Normal
2382.4607884096918,158.42141080278054,1949.6695054597808,2868.381020103513,918.7115146437322,2263.793385729059,2495.2323328618177,231.43894713275859,00000124.wav,Normal
2304.810679109428,191.97682320417323,1761.6047217997454,2924.0585440932277,1162.4538222934823,2176.516487506447,2419.2994563143984,242.78296880795142,00000125.wav,Normal
2542.5082043885864,182.7380500615259,2047.580242558297,3647.178647185996,1599.598404627699,2425.4115239646694,2631.0537833095896,205.64225934492015,00000126.wav,Normal
2832.180430499695,166.62275729544245,2399.3963632237155,3344.935746532542,945.5393833088265,2717.4379949589706,2940.6563413682,223.21834640922953,00000127.wav,Normal
2292.570890109462,173.04432696539374,1908.8035726686066,2774.6476746025196,865.844101933913,2159.9128858635836,2400.2008373900594,240.2879515264758,00000128.wav,Normal
2287.5756119703638,200.7358136521149,1868.5274529535577,3039.607365531822,1171.0799125782642,2152.062949440122,2383.6265499620595,231.5636005219376,00000129.wav,Normal
2325.1444162903013,211.35587743985062,1832.3117727559152,2960.1394588686817,1127.8276861127665,2168.119040214128,2446.7115678120167,278.5925275978889,00000130.wav,Normal
2417.347130768533,267.0295744362004,1663.193903949164,3250.768969548048,1587.575065598884,2246.392466222055,2583.408234546013,337.0157683239577,00000131.wav,Normal
2362.7775483180594,215.77225496568937,1969.5589703628543,3357.114751046197,1387.5557806833426,2221.2456425311443,2471.974839803266,250.72919727212184,00000132.wav,Normal
2693.610278381771,148.53504365347078,2299.5181191362663,3365.168985433229,1065.6508662969627,2602.2450970190434,2782.5345597266987,180.28946270765528,00000133.wav,Normal
2822.3583896630494,307.16776223839213,2268.0632693180487,3649.0637635145617,1381.000494196513,2599.2707241335465,2999.6886253150165,400.4179011814699,00000134.wav,Normal
2449.6177568321,164.14107514070173,1926.5448369575306,3141.553055906968,1215.0082189494374,2348.6391692686366,2540.7675320619346,192.12836279329804,00000135.wav,Normal
2370.248745878765,226.01832032811103,1775.5992193601528,3090.994417389581,1315.3951980294282,2212.425123844639,2486.802449200535,274.3773253558961,00000136.wav,Normal
2361.09001420479,222.6803847514074,1939.8318937524834,3206.776053878116,1266.9441601256324,2201.077278737081,2488.365349391046,287.28807065396495,00000137.wav,Normal
2350.9312680495555,180.63391142830824,1923.2872214275149,2920.2580862267096,996.9708647991947,2212.6322670986697,2467.5624614737753,254.93019437510566,00000138.wav,Normal
2329.136783599501,186.24207046213655,1798.4849962737853,3191.305178111179,1392.8201818373936,2195.7674976618478,2447.8181713072045,252.0506736453567,00000139.wav,Normal
3077.2633062916348,144.17541027840278,2729.8891699212436,3561.2331335462386,831.343963624995,2979.237856674729,3180.486094047808,201.24823737307906,00000140.wav,Normal
2752.6926441877954,146.78702802264462,2430.7554550322266,3403.9749465572695,973.2194915250429,2669.333803856727,2828.5540195626736,159.22021570594643,00000141.wav,Normal
2349.8334240383683,213.34700438055094,1877.0031727508183,3074.7942459959177,1197.7910732450994,2197.43299319623,2465.1145100415943,267.68151684536406,00000142.wav,Normal
2633.7872816510753,149.75378160057076,2071.5704962409445,3224.0348489526127,1152.4643527116682,2533.490110835885,2717.763730221648,184.27361938576314,00000143.wav,Normal
2571.1815522291768,156.09912770794742,2155.0976826325864,3143.70885997559,988.6111773430034,2470.2332592190432,2665.20682082556,194.9735616065168,00000144.wav,Normal
2714.1282570216263,166.7105012937438,2331.5028901045025,3362.752824370267,1031.2499342657643,2602.228500272332,2802.7333638440414,200.5048635717094,00000145.wav,Normal
2408.4326605717793,204.43218822177434,2001.4535861232757,3209.2728609440255,1207.8192748207498,2252.113532376427,2524.9870195507924,272.87348717436544,00000146.wav,Normal
2742.431369798502,232.6430818241721,2097.6260167848723,3541.222296076228,1443.5962792913556,2587.963891131785,2896.9568004964117,308.9929093646265,00000147.wav,Normal
2377.2498470063733,185.62712011221268,2017.2018706763524,3347.188072927025,1329.9862022506727,2243.9563110959357,2489.1150804644158,245.15876936848008,00000148.wav,Normal
2332.629141156642,201.2109796952193,1903.2569699427029,3248.2592964813366,1345.0023265386337,2191.895716697516,2432.664807280979,240.7690905834629,00000149.wav,Normal
2548.5339365772365,162.76103843618574,2083.7640696021394,3196.214308932753,1112.4502393306134,2455.605064091536,2652.915273232061,197.31020914052488,00000150.wav,Normal
2582.5270025246855,182.17165526198508,2163.6599843514614,3366.006853894888,1202.3468695434267,2462.0034677343733,2673.4947190530106,211.4912513186373,00000151.wav,Normal
2577.422914055381,187.810344512416,2169.9368058459495,3469.336305982722,1299.3995001367725,2452.478527477865,2653.05795562994,200.5794281520748,00000152.wav,Normal
2350.7546165044014,204.7624297856426,1903.1593913194697,2978.5097630562805,1075.3503717368108,2183.6167961016454,2495.626621647517,312.00982554587154,00000153.wav,Normal
2498.762702076884,207.3196747021169,2010.8888009370817,3933.279980468491,1922.3911795314093,2372.5874038487405,2600.2366878973007,227.64928404856028,00000154.wav,Normal
2621.766184418288,200.60034052963746,2106.622634258599,3583.624654243266,1477.0020199846667,2484.1709699554995,2734.2440767183543,250.07310676285488,00000155.wav,Normal
2519.890046917804,168.0936366497204,2155.8847333466174,3210.8828186169376,1054.9980852703202,2407.7286023573806,2630.4087441098786,222.680141752498,00000156.wav,Normal
2386.6672271775906,189.86974222220726,1905.0947820036654,3117.3597318241377,1212.2649498204723,2257.3910247357107,2507.6877708490883,250.2967461133776,00000157.wav,Normal
2605.8074862354088,162.41447174546295,2265.802066991533,3424.3303595670513,1158.5282925755182,2500.843509421884,2695.5749513270603,194.73144190517633,00000158.wav,Normal
2581.884683116503,165.02137843333287,2082.500499971701,3158.773149683753,1076.272649712052,2479.890921577194,2679.4121611121045,199.52123953491036,00000159.wav,Normal
2597.840039420053,172.42376319618938,2120.9822797660254,3147.468136985637,1026.4858572196117,2481.194821999935,2704.204543756873,223.00972175693823,00000160.wav,Normal
2643.807582311511,158.3854704300999,2295.5447270383756,3247.13712465713,951.5923976187541,2536.9771585736667,2729.9987622678545,193.0216036941879,00000161.wav,Normal
2544.1022358974456,204.19600959076735,2090.3182783846287,3754.0519215596787,1663.73364317505,2410.3764829918928,2667.3556408547083,256.97915786281555,00000162.wav,Normal
2872.6678106586714,125.03786799169727,2430.1638429383984,3511.675791564322,1081.5119486259237,2803.9130766904063,2935.938413719128,132.02533702872188,00000163.wav,Normal
2301.303655064554,199.99863147497047,1833.3936027135494,3008.8651237497074,1175.471521036158,2162.078040806293,2412.6701239033396,250.59208309704673,00000164.wav,Normal
2473.683028179038,187.7114978237208,1995.6459467176587,3380.256767058384,1384.6108203407252,2348.659310108317,2591.7694694421198,243.11015933380259,00000165.wav,Normal
2426.251441496261,180.71449211153086,2014.505570914821,3188.518623210655,1174.0130522958339,2300.8071947650988,2521.2026663440665,220.39547157896777,00000166.wav,Normal
2327.947058173986,211.67487038439765,1863.1252151550939,3163.3827244733084,1300.2575093182145,2197.371800856729,2443.7007317744983,246.3289309177694,00000167.wav,Normal
2369.0782166845834,196.46662246601034,1984.147507345341,3203.170419494519,1219.0229121491782,2230.5011133018056,2464.5948400263223,234.09372672451673,00000168.wav,Normal
2610.139114507484,165.10292531922397,2246.236476321073,3062.0709175206284,815.8344411995554,2490.9054096401437,2716.692513264007,225.78710362386346,00000169.wav,Normal
2307.9964193258243,196.45840976682408,1755.3452929549421,3061.312041441397,1305.966748486455,2171.691771321278,2423.1534675264256,251.46169620514775,00000170.wav,Normal
2332.3367991502673,174.3185783792027,1955.4580685913195,3017.985874357578,1062.5278057662583,2208.03540306715,2428.626441688891,220.59103862174106,00000171.wav,Normal
2346.4040635844617,186.46281916283382,1991.2825203520442,3055.9143980839,1064.6318777318556,2208.9988796636108,2469.8246101980885,260.82573053447777,00000172.wav,Normal
2737.0845583521364,228.8127511043005,2344.709856598186,3922.914426980043,1578.2045703818571,2619.020487909225,2793.4708469395273,174.45035903030248,00000173.wav,Normal
2374.453432707072,192.56404175125118,1921.2029198687474,3323.3400649686473,1402.1371450999,2245.5295265552877,2492.4656023114267,246.93607575613896,00000174.wav,Normal
2397.579865390202,213.2377460422662,1903.1308472194314,3704.558230555762,1801.4273833363304,2262.078430354748,2509.6591676661146,247.58073731136665,00000175.wav,Normal
2649.6786576835566,146.42727820318473,2277.834423677319,3207.944304392271,930.1098807149519,2551.047743534269,2729.7434584586426,178.69571492437353,00000176.wav,Normal
